param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,269] P1 7.9766434657543, P2 7.05980653027411, P3 7.62084698440193, P4 6.48824787523009, 
  [*,270] P1 8.10913300601105, P2 6.22408851081782, P3 10.4249357277978, P4 6.59456194744899, 
  [*,271] P1 9.25317119786647, P2 6.37506589204587, P3 6.89265647040544, P4 6.97069377891525, 
  [*,272] P1 8.35864841412007, P2 9.364779367619, P3 5.59503583794494, P4 5.32611973775386, 
  [*,273] P1 6.99507090782442, P2 7.15263815196217, P3 6.01489170550295, P4 6.51821074120198, 
  [*,274] P1 8.27651156174139, P2 8.4815654691439, P3 7.19407397261436, P4 5.8620544362922, 
  [*,275] P1 7.34647218991668, P2 8.86266042519702, P3 7.3785950858236, P4 6.09369290857192, 
  [*,276] P1 8.93681620930096, P2 8.71752743072916, P3 7.53778431785572, P4 6.33499377253298, 
  [*,277] P1 10.5738838951234, P2 5.65636619239391, P3 8.28866783828224, P4 6.14415915810108, 
  [*,278] P1 11.2448653969466, P2 8.07164594882735, P3 9.22037384688102, P4 5.93858735521549, 
  [*,279] P1 9.46017344057862, P2 8.88664215360269, P3 8.61371547437138, P4 6.08006260191127, 
  [*,280] P1 11.54149015462, P2 8.28890817608801, P3 8.39692249557729, P4 5.72874730881717, 
  [*,281] P1 6.23927508858476, P2 10.4300008890349, P3 6.92406377493315, P4 6.61500225714877, 
  [*,282] P1 8.71603996789841, P2 11.2436453245961, P3 5.20105214420719, P4 5.87983169264123, 
  [*,283] P1 6.4727146657688, P2 5.61491049971046, P3 7.68698420755634, P4 6.54141256579811, 
  [*,284] P1 5.94003782516702, P2 7.52689091406249, P3 8.11999620208309, P4 6.41332974453957, 
  [*,285] P1 5.19569712786273, P2 6.43201497880394, P3 7.25236155777176, P4 6.37763636098915, 
  [*,286] P1 9.88723373550262, P2 6.32792144311673, P3 8.9163137419689, P4 5.52729734835585, 
  [*,287] P1 9.99858127270133, P2 5.57958885972804, P3 8.5489675716883, P4 5.84646123972215, 
  [*,288] P1 6.33301567668541, P2 6.09761453184266, P3 8.77546708580067, P4 7.78865978350143, 
  [*,289] P1 8.950775945167, P2 10.7324298856377, P3 5.52725949311063, P4 5.83338192020272, 
  [*,290] P1 10.6473530373242, P2 8.55819341593381, P3 7.91778745956108, P4 5.42527009266708, 
  [*,291] P1 7.51732125675485, P2 7.53092319722326, P3 7.43972088220889, P4 5.46495698923728, 
  [*,292] P1 11.726205290525, P2 10.158050925957, P3 6.31147274814709, P4 5.92092659008265, 
  [*,293] P1 11.1662460893935, P2 7.74038545891717, P3 5.57223600147507, P4 5.19943444054372, 
  [*,294] P1 6.12488636163529, P2 6.8639584798566, P3 8.02776037548661, P4 6.63300840143919, 
  [*,295] P1 6.45112397188146, P2 6.75047603509942, P3 8.72226197807656, P4 6.46468518946674, 
  [*,296] P1 6.56601288854367, P2 5.74083103033576, P3 6.04837504031043, P4 6.74057583338423, 
  [*,297] P1 8.02641768441655, P2 7.81867549935755, P3 8.10021911506292, P4 5.9971858498008, 
  [*,298] P1 9.34548587136424, P2 6.34904654353385, P3 5.12522937305461, P4 6.33716875050421, 
  [*,299] P1 10.9805910079096, P2 7.85808884912, P3 5.64788736923814, P4 5.74511228802707, 
  [*,300] P1 6.92227416895956, P2 8.90563809969598, P3 7.66538223343957, P4 5.98557152252975, 
  [*,301] P1 6.21739763108531, P2 11.7095595917576, P3 7.39441883279889, P4 6.52109796458159, 
  [*,302] P1 5.26653580981407, P2 8.57174418056583, P3 8.61146140744984, P4 6.5552266099779, 
  [*,303] P1 6.30472239606192, P2 11.2646880828396, P3 5.18209934534769, P4 5.43588038899924, 
  [*,304] P1 7.02430551842237, P2 9.04597298819455, P3 6.73176596719702, P4 5.83079834409225, 
  [*,305] P1 9.42410532129038, P2 11.0171304221819, P3 5.38978310963752, P4 5.44331436376767, 
  [*,306] P1 5.01458684804519, P2 10.7980373424827, P3 6.5674173922822, P4 5.97588848390882, 
  [*,307] P1 8.80642298151604, P2 6.72810995132791, P3 7.62382409223554, P4 6.51330686928366, 
  [*,308] P1 7.76168333563691, P2 11.4252346912588, P3 6.58285084443758, P4 6.06306878694601, 
  [*,309] P1 5.28614555465541, P2 10.6233810997652, P3 6.31947891644683, P4 6.10824129024622, 
  [*,310] P1 10.928110272193, P2 5.71987673075117, P3 7.96003724836894, P4 5.28660826621672, 
  [*,311] P1 11.4749181991383, P2 7.96265296758542, P3 7.61840301216878, P4 5.76358237538835, 
  [*,312] P1 8.84185122068151, P2 11.0419920801783, P3 5.20995081269356, P4 5.34415630879047, 
  [*,313] P1 6.24953073916297, P2 6.5554831689809, P3 10.5065584186257, P4 7.30946444825781, 
  [*,314] P1 9.20126116227347, P2 8.53570609005648, P3 11.9911600563045, P4 5.78077609351636, 
  [*,315] P1 10.6183585709812, P2 5.75389583692125, P3 7.88264858432213, P4 5.83399142726278, 
  [*,316] P1 10.8536823064181, P2 8.39896629793927, P3 6.14089440173231, P4 5.98353026379109, 
  [*,317] P1 7.52404579999658, P2 10.1659439090318, P3 6.02591032258953, P4 5.89422780599256, 
  [*,318] P1 8.80083646532356, P2 7.88181868932652, P3 8.79822512557139, P4 6.3929927279872, 
  [*,319] P1 6.7595751071058, P2 7.13028944177323, P3 8.66615354267848, P4 7.22517745192516, 
  [*,320] P1 11.5317057798428, P2 9.53945106623075, P3 6.26079212087303, P4 5.01326806589964, 
  [*,321] P1 10.1847122890216, P2 10.1106130970405, P3 5.73813365526502, P4 5.55551158755915, 
  [*,322] P1 6.94165137997468, P2 8.16270338614878, P3 5.12600982188962, P4 5.81722027978923, 
  [*,323] P1 6.63571396864854, P2 6.28594899882588, P3 8.5601476487438, P4 6.74845724604346, 
  [*,324] P1 6.15073516486901, P2 10.7483025719892, P3 7.77597821613683, P4 5.73857977339475, 
  [*,325] P1 9.84111720949043, P2 5.60888118718769, P3 7.27419634133177, P4 6.24849651013389, 
  [*,326] P1 10.6432069277388, P2 10.4482410299551, P3 6.15692619695468, P4 5.96756396602476, 
  [*,327] P1 9.64267213132518, P2 8.6792913653959, P3 9.33329053663283, P4 5.74993283545729, 
  [*,328] P1 11.5230549419969, P2 7.92078605669295, P3 5.71378077855788, P4 6.36884872086467, 
  [*,329] P1 10.7794051311935, P2 10.8059767386393, P3 7.48864320599399, P4 5.49710885634151, 
  [*,330] P1 11.4449842602092, P2 11.7058606990837, P3 5.44687698540247, P4 5.35869408855903, 
  [*,331] P1 8.82888439699854, P2 7.3931648041748, P3 5.69209173851152, P4 6.05763442904048, 
  [*,332] P1 5.54907057606877, P2 8.89363053987933, P3 6.25068263259618, P4 5.92540510952784, 
  [*,333] P1 6.4637644741149, P2 6.73421717990022, P3 9.67938966270495, P4 6.44691052031775, 
  [*,334] P1 6.92798359692151, P2 11.0775166988375, P3 7.81389000743964, P4 6.14277499815613, 
  [*,335] P1 11.918738279849, P2 5.74355700522412, P3 8.44665161014929, P4 5.50593155462667, 
  [*,336] P1 10.595395722076, P2 9.25340507851356, P3 7.42769332699831, P4 5.50512449783581, 
  [*,337] P1 8.4823638615576, P2 7.64306258937532, P3 5.54305145801557, P4 6.00686639926713, 
  [*,338] P1 6.09152684622274, P2 11.978785964344, P3 7.58703061860511, P4 5.90219787981155, 
  [*,339] P1 10.8432980614182, P2 8.8549400185666, P3 7.50360012484348, P4 6.38454396008938, 
  [*,340] P1 10.6003485083541, P2 11.3107060192956, P3 5.77683893146527, P4 5.65066081608645, 
  [*,341] P1 5.96823911597862, P2 9.14933860297704, P3 5.11486291911973, P4 6.62083697648583, 
  [*,342] P1 5.47664767848591, P2 7.61436652340013, P3 7.33844432078187, P4 6.66693027161773, 
  [*,343] P1 9.08539951570039, P2 9.15655583633718, P3 5.85307674446848, P4 6.35163309330184, 
  [*,344] P1 5.05185159809224, P2 6.26037632631983, P3 10.1378366350068, P4 6.73533732342523, 
  [*,345] P1 7.43650809339047, P2 8.08010573596837, P3 6.27528130979687, P4 6.61870221767676, 
  [*,346] P1 9.4639476212535, P2 10.8815059026666, P3 6.02309149182219, P4 6.53937007387985, 
  [*,347] P1 11.3666089639396, P2 7.4766315381768, P3 5.39986722376123, P4 5.66540184470102, 
  [*,348] P1 5.90065301881885, P2 8.1630677336849, P3 6.06893936648369, P4 6.93970515853841, 
  [*,349] P1 7.63219062473948, P2 11.9414230793657, P3 5.39147358087214, P4 5.90902315667106, 
  [*,350] P1 9.01812101499025, P2 6.87298726922108, P3 6.00909322131218, P4 6.18978863003837, 
  [*,351] P1 7.37803759257694, P2 9.3436783792561, P3 5.01942306398796, P4 6.65377292085106, 
  [*,352] P1 7.43104248589334, P2 6.60524890706349, P3 8.13792371762271, P4 7.01857652995008, 
  [*,353] P1 8.20506582603272, P2 8.26586726623152, P3 8.21878392878976, P4 6.84061858624688, 
  [*,354] P1 8.27925738664343, P2 10.249824791069, P3 5.27091644262829, P4 5.81636533739976, 
  [*,355] P1 7.2624650023562, P2 9.64509164282644, P3 6.30526187263191, P4 6.05679039995502, 
  [*,356] P1 6.90083850059581, P2 5.27128275723873, P3 8.27132827751511, P4 6.72694233450729, 
  [*,357] P1 8.79723289309374, P2 5.86146648224902, P3 9.16283482734153, P4 6.28242642566317, 
  [*,358] P1 7.03969372375923, P2 9.92058447648214, P3 8.12185074375627, P4 6.9586930760152, 
  [*,359] P1 10.8265244423739, P2 6.93971995680459, P3 7.61242199325311, P4 5.7017371474304, 
  [*,360] P1 11.6047552050101, P2 8.60273170884846, P3 5.5827178633821, P4 5.57199182662912, 
  [*,361] P1 5.06778918803586, P2 11.0771856088259, P3 6.43253044211187, P4 5.9239269798472, 
  [*,362] P1 10.5275517495306, P2 7.57735316381873, P3 8.00006537080192, P4 5.59279616869515, 
  [*,363] P1 9.18873260074967, P2 9.77042403038403, P3 9.22417271106382, P4 5.70760817319076, 
  [*,364] P1 7.62042428285896, P2 10.4739902703828, P3 5.03699171650813, P4 6.15277569044367, 
  [*,365] P1 9.28388591222149, P2 5.43994919584687, P3 5.84883512324968, P4 6.0395304598118, 
  [*,366] P1 8.88254920365991, P2 8.21096412105472, P3 5.94095805959496, P4 5.83108837865772, 
  [*,367] P1 9.09526505363115, P2 6.32335449406099, P3 7.91126476962025, P4 5.1504253691669, 
  [*,368] P1 8.26640214465985, P2 11.4907962424094, P3 5.52222718407835, P4 6.15563795285498, 
  [*,369] P1 6.9346930448617, P2 5.84534721676034, P3 7.53325526054525, P4 6.40020235739707, 
  [*,370] P1 9.29650408862281, P2 8.22835519526843, P3 5.21206165021841, P4 5.85095399097512, 
  [*,371] P1 10.5641011837522, P2 9.36511195249543, P3 6.15382173779652, P4 5.96847370149113, 
  [*,372] P1 11.4636155904127, P2 6.9736302560846, P3 7.06035349700956, P4 6.25444385440969, 
  [*,373] P1 10.4648471518353, P2 9.36383705063553, P3 5.27892634297785, P4 5.78135088496832, 
  [*,374] P1 9.35320921204904, P2 8.21324363704942, P3 5.23869933080219, P4 5.52788558691734, 
  [*,375] P1 8.21319226891981, P2 10.9779879297778, P3 6.40572217606354, P4 6.06467048614896, 
  [*,376] P1 9.7242634287345, P2 5.44843362810344, P3 6.84990971476516, P4 6.63397117860115, 
  [*,377] P1 5.43058058901138, P2 10.1557601760691, P3 9.58573742710671, P4 7.5095372402895, 
  [*,378] P1 9.000800091772, P2 6.23998665697646, P3 11.7876719620132, P4 7.05047624823266, 
  [*,379] P1 7.20189925924794, P2 10.8251105966604, P3 7.60574290864925, P4 6.095270064133, 
  [*,380] P1 9.99135961970518, P2 6.43486715025038, P3 7.98161930936423, P4 6.56108127410697, 
  [*,381] P1 9.71259247840768, P2 8.30073012058849, P3 8.56134308960732, P4 6.29451354251291, 
  [*,382] P1 9.96675088532619, P2 5.69122282471142, P3 6.28861955798832, P4 6.04549192650403, 
  [*,383] P1 8.61560346047563, P2 6.67557263323784, P3 10.8126476141484, P4 6.73575958773591, 
  [*,384] P1 8.52368210700613, P2 7.23342672478935, P3 7.90017638847737, P4 6.13475807720442, 
  [*,385] P1 10.390976496293, P2 6.87613204417191, P3 7.29573337650063, P4 6.51923083833485, 
  [*,386] P1 11.3882686742997, P2 5.26377021501533, P3 5.88682606725546, P4 5.07219556088618, 
  [*,387] P1 11.0489766053748, P2 10.0028259525894, P3 6.04544362330595, P4 5.26228957516114, 
  [*,388] P1 11.3145885767482, P2 8.53448546017747, P3 5.33308278560334, P4 5.83619316629685, 
  [*,389] P1 9.17022271702868, P2 10.0097887548044, P3 7.66401853952468, P4 6.33981369750252, 
  [*,390] P1 9.09689807521756, P2 8.34268136882018, P3 6.54708256854124, P4 5.93676538589065, 
  [*,391] P1 8.5783424093329, P2 5.38607103568732, P3 8.21643832171919, P4 6.85224723120904, 
  [*,392] P1 10.3406951431318, P2 8.15799033405536, P3 6.07856865267476, P4 5.69339642424364, 
  [*,393] P1 9.73094235408501, P2 6.16449619189382, P3 5.17189286030701, P4 5.48222531700134, 
  [*,394] P1 11.0741834620487, P2 7.1080332641987, P3 8.31442577301847, P4 5.73207816746029, 
  [*,395] P1 6.96098700339508, P2 9.77583335995842, P3 5.99875316506798, P4 6.22805825076382, 
  [*,396] P1 6.06416324194811, P2 5.82150346183213, P3 8.60731555865429, P4 7.17214124414451, 
  [*,397] P1 7.63665313305629, P2 11.4493862341257, P3 5.65032631877081, P4 5.33915352942379, 
  [*,398] P1 9.10642292977029, P2 8.55071379647476, P3 5.1175296495771, P4 6.07202307212847, 
  [*,399] P1 11.068987584617, P2 7.17765480615832, P3 6.01402986538886, P4 6.20255374935859, 
  [*,400] P1 10.4428456881284, P2 10.6030702309884, P3 7.5488958104169, P4 5.5445538366205, 
  [*,401] P1 11.2116823615063, P2 5.26992925541897, P3 8.21119169783903, P4 6.1740760532006, 
  [*,402] P1 10.4753461794604, P2 7.82754738995113, P3 6.3675907810892, P4 5.58934446082596, 
  [*,403] P1 5.55609146457372, P2 10.0903338329371, P3 5.3485511187391, P4 6.31024704965551, 
  [*,404] P1 5.76828907287081, P2 10.4973116912305, P3 6.08147073440151, P4 5.90971106972894, 
  [*,405] P1 5.31387915257191, P2 9.41417732757567, P3 7.09511574876634, P4 6.27486208840441, 
  [*,406] P1 7.45922876593822, P2 8.12242027864229, P3 6.67631670992688, P4 6.08213677086178, 
  [*,407] P1 8.30664819239683, P2 10.865144436717, P3 7.95696205507248, P4 5.95279507682594, 
  [*,408] P1 6.01430124543448, P2 5.05485170903393, P3 10.478799983625, P4 7.09204148446061, 
  [*,409] P1 11.2938497317093, P2 10.2521340075048, P3 6.50413270383281, P4 5.38168733210546, 
  [*,410] P1 10.7614605336784, P2 7.47961302905659, P3 8.85154405377917, P4 5.95639405053147, 
  [*,411] P1 5.34734389994002, P2 7.57343843476999, P3 6.91092989572323, P4 6.69552765941092, 
  [*,412] P1 10.3492244743694, P2 5.87394578854582, P3 6.63117151111862, P4 6.20666005616658, 
  [*,413] P1 7.19613926228185, P2 9.52698917661314, P3 9.57424634650163, P4 6.41475480978019, 
  [*,414] P1 10.1198105319572, P2 10.8959006070172, P3 6.04352622975795, P4 5.70878172351436, 
  [*,415] P1 6.7553243017045, P2 7.36243830667731, P3 7.00911827593332, P4 6.68753408672682, 
  [*,416] P1 9.11882124082563, P2 6.88053166425069, P3 10.1346909209842, P4 6.58018750592672, 
  [*,417] P1 6.42637275404193, P2 7.01582119451196, P3 6.72048715655901, P4 7.14494409342937, 
  [*,418] P1 5.68222555557923, P2 6.92330393506746, P3 6.92962187423783, P4 7.75588340924263, 
  [*,419] P1 6.58145724329244, P2 6.81738738803523, P3 8.62831299894551, P4 7.45713745682486, 
  [*,420] P1 9.59795433202243, P2 6.13942870806452, P3 8.79069115187579, P4 5.89481735741241, 
  [*,421] P1 10.8514049541057, P2 7.66379840871416, P3 7.61190269726372, P4 6.22136482800042, 
  [*,422] P1 6.75946739394594, P2 5.59392948435995, P3 9.52323072322335, P4 6.94468000803921, 
  [*,423] P1 8.20614182676272, P2 7.97956899032333, P3 8.07230423600908, P4 6.06163372584815, 
  [*,424] P1 9.37322026621954, P2 11.640221927033, P3 5.94699237920793, P4 5.05834116051306, 
  [*,425] P1 8.86288449235377, P2 6.08482267023314, P3 8.61374951275219, P4 5.84842373268169, 
  [*,426] P1 10.0452830454671, P2 8.36058856765369, P3 5.47372590760603, P4 6.34834420842604, 
  [*,427] P1 7.07033571112803, P2 11.4899178788589, P3 6.94425371687539, P4 5.11806200930845, 
  [*,428] P1 9.31891802948911, P2 7.31203072329384, P3 8.43324719936423, P4 6.40013226806693, 
  [*,429] P1 9.66314748370735, P2 8.38318318970204, P3 8.91230722545087, P4 6.05911921892134, 
  [*,430] P1 6.07721190204996, P2 7.29612787675425, P3 8.82428594170862, P4 7.54288923800851, 
  [*,431] P1 10.4988798736972, P2 7.44590660418301, P3 7.17623235485515, P4 6.51527296952218, 
  [*,432] P1 6.84517918111945, P2 10.0300191565749, P3 5.66241415432235, P4 6.40914302302873, 
  [*,433] P1 11.7450160541097, P2 6.2271488530135, P3 10.1448200682773, P4 6.08763582533234, 
  [*,434] P1 7.61804927359108, P2 10.5457198108726, P3 5.92511111002745, P4 5.67596056622579, 
  [*,435] P1 6.09528839829993, P2 9.06818074776409, P3 7.25234425584977, P4 5.36282127612868, 
  [*,436] P1 9.71572880169676, P2 5.03559731340775, P3 9.74349279081884, P4 6.58986118896419, 
  [*,437] P1 6.40237843992282, P2 7.85129462166159, P3 9.31201039489424, P4 6.70904416399138, 
  [*,438] P1 8.50395149596973, P2 11.763028467469, P3 7.69560371173921, P4 5.2986108432894, 
  [*,439] P1 8.59052894472119, P2 9.70211709432279, P3 5.40718092791951, P4 5.39166146123089, 
  [*,440] P1 10.3988469131937, P2 5.65052008480088, P3 9.71493192059741, P4 6.39213685042831, 
  [*,441] P1 11.1169263866662, P2 6.44774456721191, P3 7.35888700039421, P4 5.93952002138988, 
  [*,442] P1 9.71455162740531, P2 11.1188853332344, P3 5.30557445326485, P4 5.86338842603282, 
  [*,443] P1 8.98644627441041, P2 6.7446923875712, P3 7.25942677733418, P4 6.63723726690842, 
  [*,444] P1 6.66071916121944, P2 7.73713756244651, P3 8.83906622933483, P4 6.37834814667865, 
  [*,445] P1 10.8088065743647, P2 8.13172886681162, P3 7.06287956827412, P4 5.45662181886069, 
  [*,446] P1 5.15737207785528, P2 11.0206006563725, P3 6.51475936933742, P4 5.77658829013692, 
  [*,447] P1 8.34271826513442, P2 5.97344577399253, P3 7.05197817290608, P4 6.38850858698617, 
  [*,448] P1 7.79013396823318, P2 7.36461693954267, P3 7.99761689505997, P4 5.69248015434711, 
  [*,449] P1 7.49240665432039, P2 7.58895253290848, P3 8.4681559139334, P4 6.29870266419614, 
  [*,450] P1 9.26981806451531, P2 8.70166084949225, P3 7.87861536321718, P4 5.43094125926325, 
  [*,451] P1 9.07986180643167, P2 5.97989851245077, P3 6.51254883865668, P4 6.61675359634079, 
  [*,452] P1 6.42050107685486, P2 6.94020492059498, P3 9.27605460514484, P4 6.74604475231689, 
  [*,453] P1 8.57312803903568, P2 8.64862186902489, P3 5.82380846538033, P4 5.63281088662164, 
  [*,454] P1 6.43916651518727, P2 5.89006905356012, P3 5.84406943136481, P4 6.46150335855116, 
  [*,455] P1 7.92177004741782, P2 7.40622131206119, P3 8.41898345619865, P4 6.37771751142079, 
  [*,456] P1 8.02509673206794, P2 7.89106798973296, P3 5.78109407729082, P4 6.00162448823489, 
  [*,457] P1 11.5146498502052, P2 5.64178553660226, P3 8.70574206215391, P4 5.71180569845179, 
  [*,458] P1 11.4979318340852, P2 5.22728539504274, P3 7.37728938388324, P4 5.77521742403166, 
  [*,459] P1 10.2711986463131, P2 5.11569438300852, P3 6.75426687292672, P4 6.13645327188092, 
  [*,460] P1 10.2001299762269, P2 7.96451676062119, P3 6.66739507019141, P4 6.56334739774113, 
  [*,461] P1 10.85857074396, P2 10.4243071964571, P3 5.34115548661759, P4 5.18963965966614, 
  [*,462] P1 7.12555762359875, P2 10.5669895761436, P3 5.51922984216233, P4 5.38616559142669, 
  [*,463] P1 10.3867807909566, P2 5.91505433108818, P3 6.12482641669011, P4 6.22952894785079, 
  [*,464] P1 8.39021020478402, P2 9.44657977174142, P3 5.2509104751613, P4 5.80951577475748, 
  [*,465] P1 7.18794688457028, P2 5.80419081787448, P3 8.66721062146882, P4 7.17016360627956, 
  [*,466] P1 7.4939005757683, P2 9.28139451577399, P3 7.00032991659749, P4 5.73598517525064, 
  [*,467] P1 10.0251591931519, P2 9.97015246664351, P3 7.29089791326884, P4 5.65011037259674, 
  [*,468] P1 8.07044109988917, P2 8.16939582164068, P3 6.8083888666972, P4 6.28951629421725, 
  [*,469] P1 11.0797019844221, P2 6.45807463979542, P3 10.2002055979538, P4 6.40150589051895, 
  [*,470] P1 7.80933280046095, P2 5.92231989247512, P3 7.99153783052733, P4 7.07009608205512, 
  [*,471] P1 8.27355355214038, P2 7.96769949187575, P3 6.34197480392961, P4 6.85223988638415, 
  [*,472] P1 8.50933282273578, P2 5.396019736414, P3 6.29633930865721, P4 6.25057790680139, 
  [*,473] P1 6.24353003366812, P2 5.62408600163198, P3 5.74743455190195, P4 6.46905776588088, 
  [*,474] P1 7.88396247056719, P2 7.06321357636573, P3 7.30510802756198, P4 7.43516159856392, 
  [*,475] P1 8.74692843573294, P2 7.68757719526511, P3 7.69841403996975, P4 6.54407379028398, 
  [*,476] P1 8.16532597464186, P2 5.58433387950519, P3 11.2884032705208, P4 6.58351207781274, 
  [*,477] P1 11.6526703962687, P2 6.9505084455868, P3 8.48091637663503, P4 5.18825383627317, 
  [*,478] P1 7.38554182509449, P2 8.96530167757935, P3 5.09936160785946, P4 5.93901003951775, 
