param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,269] P1 6.45118310373261, P2 7.33870294806292, P3 6.56770938520859, P4 7.21343725726104, 
  [*,270] P1 11.6373172288065, P2 6.50661753121088, P3 9.16128011507623, P4 5.96508878319056, 
  [*,271] P1 6.79637770879502, P2 9.59690923185533, P3 6.80204728053848, P4 6.59536724225523, 
  [*,272] P1 10.0891801558699, P2 9.89672824887706, P3 6.00181240270617, P4 5.94939148152512, 
  [*,273] P1 10.9906240958845, P2 6.88960372891296, P3 7.88227228510882, P4 6.35952472926891, 
  [*,274] P1 5.83793553223138, P2 5.20746542709841, P3 10.2994755528563, P4 7.39501108179928, 
  [*,275] P1 5.39152002149074, P2 7.56261215405261, P3 8.05894459482666, P4 6.35308292725526, 
  [*,276] P1 11.3459685624025, P2 9.30690140304807, P3 5.38608743353222, P4 5.22011514244469, 
  [*,277] P1 5.83271929693003, P2 10.074927775869, P3 6.99768725741374, P4 7.11829936473731, 
  [*,278] P1 11.1066638156123, P2 5.58628403377015, P3 7.5137652365243, P4 5.43482753020141, 
  [*,279] P1 6.56467329848055, P2 7.0926068886542, P3 6.41363003105466, P4 6.52484522608583, 
  [*,280] P1 9.48110014436341, P2 7.16261830530218, P3 7.56514590176651, P4 6.63823064651934, 
  [*,281] P1 6.72341869038015, P2 9.66969105532796, P3 9.26824472870453, P4 6.19555933116732, 
  [*,282] P1 5.72626655072504, P2 8.63819915432527, P3 7.58288709729587, P4 7.06157429949675, 
  [*,283] P1 8.29385336485818, P2 5.81681387009485, P3 9.87117460685672, P4 6.39037502212738, 
  [*,284] P1 6.41413852534377, P2 9.6747501706467, P3 6.08149852706834, P4 6.86476717394186, 
  [*,285] P1 6.23081485030498, P2 8.55142207138518, P3 5.10072160140598, P4 6.47966331697692, 
  [*,286] P1 6.45008650014143, P2 5.6598896504938, P3 10.7650318721063, P4 7.13458658236101, 
  [*,287] P1 10.5600781942912, P2 7.99118576434374, P3 5.12732282119831, P4 5.1103082156622, 
  [*,288] P1 10.1106636690725, P2 5.10687085626246, P3 6.85430396739499, P4 6.33958729985673, 
  [*,289] P1 9.66165972631297, P2 10.6516018548745, P3 6.86257611790357, P4 6.29750059733414, 
  [*,290] P1 5.77834954750598, P2 7.08228247722656, P3 10.4923006519325, P4 7.22434898178226, 
  [*,291] P1 5.88101005236025, P2 7.52540741046317, P3 7.37486793331655, P4 7.00311626562977, 
  [*,292] P1 5.01476255867389, P2 6.49583068403678, P3 7.78842398771852, P4 7.10049524871921, 
  [*,293] P1 10.6853279956108, P2 9.04324944327315, P3 6.44469853366468, P4 6.08518254911209, 
  [*,294] P1 7.52322351272816, P2 9.80235737105008, P3 7.79772411136469, P4 5.96646557138468, 
  [*,295] P1 10.9815926485224, P2 10.5371651760407, P3 5.88262029061985, P4 5.08805352511668, 
  [*,296] P1 5.11433665825597, P2 7.16886446335043, P3 9.60671735967549, P4 6.7625888843165, 
  [*,297] P1 6.89291704767965, P2 10.5719974907157, P3 7.61673813412356, P4 5.78510218641811, 
  [*,298] P1 10.3357921668104, P2 5.71963910233063, P3 8.81057639122314, P4 6.0228410174923, 
  [*,299] P1 6.65067471143074, P2 10.4596203234501, P3 7.40809596609032, P4 7.68611432401801, 
  [*,300] P1 9.78014650566137, P2 5.63079293187116, P3 10.3943565500517, P4 7.40443209668117, 
  [*,301] P1 5.75318923459691, P2 10.2571867648663, P3 7.26137448382792, P4 5.96783660947934, 
  [*,302] P1 10.6431632468232, P2 6.78884139466074, P3 5.33264444089393, P4 5.58810657467969, 
  [*,303] P1 8.11039849095173, P2 8.73357980656089, P3 7.70025919579643, P4 5.53349152568029, 
  [*,304] P1 7.32559310325671, P2 6.71443947128398, P3 7.62248255255294, P4 6.91506631425032, 
  [*,305] P1 10.7220614312436, P2 6.18620852464081, P3 7.79077050111722, P4 5.45970256880767, 
  [*,306] P1 8.26390230133121, P2 9.06774114490658, P3 5.9395594393211, P4 6.59224775434801, 
  [*,307] P1 5.703661557484, P2 7.25884384813684, P3 7.47793078404003, P4 7.17816648732457, 
  [*,308] P1 5.9103260736123, P2 6.62850712664592, P3 8.08309632136714, P4 7.50675233178253, 
  [*,309] P1 9.24686667793254, P2 8.49686650367985, P3 8.44201058494023, P4 6.36592223140289, 
  [*,310] P1 7.14247213465777, P2 6.57702261650392, P3 5.9042987885135, P4 6.39574173972839, 
  [*,311] P1 5.49947144111822, P2 5.34320704156576, P3 9.60933554396122, P4 6.45442498367473, 
  [*,312] P1 6.41252654667171, P2 11.9089320442927, P3 6.40427953075943, P4 5.90314350176522, 
  [*,313] P1 7.85059438529562, P2 10.4801275625665, P3 5.89287244965247, P4 5.77056956726621, 
  [*,314] P1 7.87159827753167, P2 9.20088346156019, P3 7.37213260530875, P4 6.2365291422659, 
  [*,315] P1 6.50548934682964, P2 9.25944798073862, P3 6.58091136342205, P4 6.42219698130292, 
  [*,316] P1 7.63970456025458, P2 5.63976918280661, P3 7.11357297644884, P4 6.32926213459679, 
  [*,317] P1 7.25682861650995, P2 6.16633356087533, P3 9.73751057083489, P4 6.67599137420369, 
  [*,318] P1 5.85093289136339, P2 5.94131627626162, P3 7.46072600990101, P4 7.17082413057169, 
  [*,319] P1 6.43503410174502, P2 11.4136551683211, P3 5.41850791765493, P4 6.60683269742263, 
  [*,320] P1 6.11948483041769, P2 5.15628337249125, P3 9.26296611249238, P4 6.15913323165971, 
  [*,321] P1 6.61585227422413, P2 8.84755628573091, P3 5.93808195124686, P4 5.85463526715906, 
  [*,322] P1 5.10516259413077, P2 5.61631092264912, P3 8.88130790207552, P4 7.18726950734877, 
  [*,323] P1 9.20788460583315, P2 7.34029089240316, P3 7.93628500325076, P4 5.75431892703845, 
  [*,324] P1 5.30419534404959, P2 5.90745281982338, P3 7.98702558296995, P4 6.74750604799464, 
  [*,325] P1 5.7048200074065, P2 5.58071336244336, P3 6.06671809555306, P4 7.64369544763692, 
  [*,326] P1 10.6285414793845, P2 7.08279666084306, P3 9.5825654604836, P4 5.6728224395835, 
  [*,327] P1 5.79650934671008, P2 8.85477499023834, P3 9.19865824431457, P4 6.53962703624024, 
  [*,328] P1 6.27885159783168, P2 6.74667755547043, P3 10.2513604752952, P4 6.72393511177664, 
  [*,329] P1 10.5239337867246, P2 6.408928071445, P3 5.77684140933925, P4 5.83386287889539, 
  [*,330] P1 6.58674126885848, P2 5.17270702337128, P3 8.62149514135092, P4 6.6097893118959, 
  [*,331] P1 9.99474501945782, P2 6.52631535446018, P3 8.46485404957381, P4 5.94976271867337, 
  [*,332] P1 10.7106359802487, P2 11.8326204163779, P3 5.23213882180323, P4 5.32043237569521, 
  [*,333] P1 6.76952702317301, P2 5.81166919647415, P3 10.1428794136141, P4 7.08667038597513, 
  [*,334] P1 9.21310582256454, P2 10.4458281229414, P3 5.64657479773471, P4 5.78797835915882, 
  [*,335] P1 5.34316328992867, P2 9.66811554600989, P3 7.26607511565462, P4 6.67277342275504, 
  [*,336] P1 8.7342535226468, P2 7.97735656887792, P3 8.02456784589266, P4 5.94065984044626, 
  [*,337] P1 8.44683875847203, P2 6.4855568138843, P3 6.7728905495973, P4 6.17762561412051, 
  [*,338] P1 8.42922632884736, P2 7.59848393304194, P3 7.30190536392814, P4 6.61324493690963, 
  [*,339] P1 5.05452855425078, P2 8.0400714529928, P3 5.78678811781746, P4 6.069633779746, 
  [*,340] P1 5.61027518607135, P2 5.95864210177434, P3 5.43114898019261, P4 6.4024653259086, 
  [*,341] P1 8.95764446670223, P2 9.20419266186719, P3 7.01991204223281, P4 7.00785093052813, 
  [*,342] P1 11.7151262127398, P2 8.59092402302405, P3 7.41323272914123, P4 5.47597423381741, 
  [*,343] P1 10.2408776268166, P2 10.1659420818935, P3 6.90662616563545, P4 5.66813492248938, 
  [*,344] P1 11.7918206686359, P2 7.37401183058236, P3 8.42372175302212, P4 5.42091543606937, 
  [*,345] P1 6.84384324705286, P2 11.7751603540224, P3 5.32986291791888, P4 5.23883020104878, 
  [*,346] P1 7.56542991809931, P2 11.5278945818524, P3 5.58181055753443, P4 5.97680001934623, 
  [*,347] P1 10.8482090236788, P2 7.59772098423355, P3 6.45736558558698, P4 5.57665161338591, 
  [*,348] P1 5.60402116892477, P2 7.43812337291887, P3 8.38873007301156, P4 7.05092000802625, 
  [*,349] P1 8.87603040138571, P2 6.0553236494961, P3 10.0229581114028, P4 6.1865118090069, 
  [*,350] P1 9.61008232567907, P2 9.2608032150098, P3 7.64352892518335, P4 6.16339903529756, 
  [*,351] P1 8.50113728371381, P2 7.51915743081585, P3 7.74668808955899, P4 5.95301398898106, 
  [*,352] P1 9.49569532939149, P2 7.25128275936507, P3 10.6665203203131, P4 5.78718406147313, 
  [*,353] P1 6.62117783459473, P2 11.2259215790089, P3 8.14238430952779, P4 6.77452646404558, 
  [*,354] P1 6.48178954052408, P2 9.52357038579121, P3 6.75928826631507, P4 6.29913248506927, 
  [*,355] P1 10.8776574406003, P2 5.39303787120426, P3 9.54310374680367, P4 6.98786753359463, 
  [*,356] P1 5.20950700011821, P2 8.23642081315762, P3 7.25051985365191, P4 7.06046925272228, 
  [*,357] P1 6.80056626317824, P2 9.09786381984787, P3 7.35158604153974, P4 6.25378586405816, 
  [*,358] P1 10.3085320907429, P2 9.05730802013109, P3 6.27724606903124, P4 5.34120613613023, 
  [*,359] P1 8.21788934971561, P2 7.2724847311466, P3 6.68072726589853, P4 5.83168823108099, 
  [*,360] P1 8.66877957108808, P2 6.08645935426302, P3 6.44301617663687, P4 7.43126134668062, 
  [*,361] P1 10.167069137186, P2 11.6686127876798, P3 6.20300983593032, P4 5.38224502468273, 
  [*,362] P1 9.45647072037142, P2 5.36453144883115, P3 9.29157385243111, P4 6.48414366976188, 
  [*,363] P1 10.1228284153161, P2 9.80257289182802, P3 7.22315141706277, P4 5.83074650520918, 
  [*,364] P1 9.5838733468619, P2 5.44939378436376, P3 9.2139852495435, P4 6.64013913701286, 
  [*,365] P1 8.01554972354487, P2 9.99385184796939, P3 5.94955941412967, P4 6.61927746398382, 
  [*,366] P1 5.98480579069489, P2 6.36028456572224, P3 8.27785450590459, P4 6.62431683644301, 
  [*,367] P1 7.36432898959307, P2 6.79708912349129, P3 7.29967561783093, P4 6.24070568570353, 
  [*,368] P1 6.06743852259574, P2 6.16022467340297, P3 9.84399899619222, P4 7.20093802686827, 
  [*,369] P1 9.81541476561633, P2 10.7073019948197, P3 7.31335219087788, P4 5.29706787906994, 
  [*,370] P1 9.68916697630313, P2 7.46335741862703, P3 8.26425049152067, P4 6.86017392034137, 
  [*,371] P1 10.9815139994587, P2 5.08855272631376, P3 9.33472536876415, P4 6.66957573228607, 
  [*,372] P1 11.7920341441236, P2 5.2977836218199, P3 9.8001558614276, P4 6.01887689820869, 
  [*,373] P1 6.69954634156915, P2 11.0427099165517, P3 6.25261567253629, P4 6.01873376166174, 
  [*,374] P1 6.76594245160515, P2 11.323254197894, P3 6.58080981415297, P4 6.56062333483089, 
  [*,375] P1 9.28048965464721, P2 6.64767236780734, P3 6.16411269911078, P4 5.83662813030354, 
  [*,376] P1 7.89677031313641, P2 8.19369657267283, P3 6.45026891817145, P4 6.85398282430801, 
  [*,377] P1 8.76725748687879, P2 6.54685129157266, P3 7.04468781712741, P4 5.55086709904603, 
  [*,378] P1 7.81663484597776, P2 6.83621958174234, P3 6.4029919827056, P4 6.05164901633726, 
  [*,379] P1 7.00344043941605, P2 5.66598205791864, P3 9.09407229380046, P4 6.29303110641763, 
  [*,380] P1 9.9324627572357, P2 5.82132815970488, P3 7.8542868387167, P4 6.45851902536141, 
  [*,381] P1 7.12396762298593, P2 7.98849365361664, P3 6.79271871760121, P4 5.79521036980896, 
  [*,382] P1 5.17948107206798, P2 11.0676177810283, P3 5.87986604415502, P4 7.2018158581732, 
  [*,383] P1 9.68019093624075, P2 8.39700724712843, P3 8.03850795441195, P4 6.23382151815209, 
  [*,384] P1 8.09824538679466, P2 8.06711333121744, P3 6.87842351762116, P4 6.35406516688374, 
  [*,385] P1 7.54290759609303, P2 6.3856482556751, P3 9.49841047283929, P4 6.19868694113045, 
  [*,386] P1 5.88254156749783, P2 5.68675181886698, P3 9.20502942383327, P4 7.0604151145107, 
  [*,387] P1 6.78762496479408, P2 10.0371626157841, P3 7.9443348140046, P4 6.11988736043822, 
  [*,388] P1 5.87980975232797, P2 7.32501786861924, P3 5.31741681182616, P4 6.10098784436987, 
  [*,389] P1 8.69028770763445, P2 7.03869174870617, P3 6.74015922033556, P4 7.00617251352267, 
  [*,390] P1 5.05489208572981, P2 6.97781947161416, P3 9.86640615251791, P4 6.63618451974809, 
  [*,391] P1 6.66706929900245, P2 7.14162080316417, P3 6.56713117150091, P4 5.97571159612033, 
  [*,392] P1 7.56426370541437, P2 6.85144709486237, P3 8.60309321674736, P4 5.88778101091612, 
  [*,393] P1 11.6514890335718, P2 7.513197328703, P3 7.34704875658849, P4 5.74382743493971, 
  [*,394] P1 9.70158624563979, P2 5.50276335840349, P3 8.82907530599689, P4 6.3136668121113, 
  [*,395] P1 9.33485808878125, P2 6.27414239669824, P3 6.21588698633595, P4 6.34168880562605, 
  [*,396] P1 8.71699825059094, P2 8.00271728131237, P3 5.53633174971141, P4 6.06805724868332, 
  [*,397] P1 8.03298279144444, P2 7.97057633285016, P3 7.87222652930815, P4 6.59803167412992, 
  [*,398] P1 9.60394835555748, P2 9.08442365741158, P3 5.45777739879714, P4 6.04336077587095, 
  [*,399] P1 7.1596746636855, P2 8.68862814924007, P3 5.0495860654666, P4 5.52960730345011, 
  [*,400] P1 5.49168306536674, P2 11.0059870818931, P3 5.08414126241295, P4 7.18121401050058, 
  [*,401] P1 6.07805163718616, P2 8.57542629643541, P3 9.18204864555558, P4 6.41360584879957, 
  [*,402] P1 9.52521921674548, P2 10.7968327321185, P3 5.38045647958605, P4 5.87072803829606, 
  [*,403] P1 7.58112544912675, P2 8.20116905845233, P3 8.45830403001577, P4 6.70913397522742, 
  [*,404] P1 10.149368209566, P2 8.00751667610688, P3 8.46247171549594, P4 5.91301379412963, 
  [*,405] P1 7.23467090732287, P2 6.53833378893211, P3 6.51551482654871, P4 6.32093135966578, 
  [*,406] P1 6.66157818605968, P2 10.4283510000454, P3 5.21478179506951, P4 5.86719283920094, 
  [*,407] P1 7.23840011129757, P2 8.50199501400332, P3 8.43415682439225, P4 5.92172207499153, 
  [*,408] P1 8.44127825322583, P2 11.5535809275166, P3 6.61551563278087, P4 5.58660169049278, 
  [*,409] P1 5.51072304859455, P2 5.40362345364381, P3 8.94728872054433, P4 6.88241448890298, 
  [*,410] P1 8.4433374374154, P2 9.83377426998907, P3 5.31930387476177, P4 5.15694880263275, 
  [*,411] P1 7.64029645447525, P2 10.0462287586914, P3 5.28949936321998, P4 6.96363366856582, 
  [*,412] P1 6.04565977105022, P2 9.1656267273588, P3 8.33157293635371, P4 5.97641746471948, 
  [*,413] P1 9.96884145980981, P2 9.12881810209448, P3 6.08704384801288, P4 6.16293137615461, 
  [*,414] P1 6.46311387988525, P2 8.77240787427749, P3 6.38021687728274, P4 6.86169850224496, 
  [*,415] P1 8.88900179730468, P2 7.82029025544048, P3 6.16876767541485, P4 6.73651470889441, 
  [*,416] P1 6.69646737550232, P2 5.09647068528033, P3 7.3412569065552, P4 7.60440868188918, 
  [*,417] P1 10.5626858004091, P2 9.47965873773669, P3 5.90227115302502, P4 5.6832041231194, 
  [*,418] P1 11.1129444673776, P2 11.0204992249995, P3 6.26540604442406, P4 5.05112316079755, 
  [*,419] P1 8.13644740740333, P2 6.89222691297857, P3 7.62393747167741, P4 6.43005491573359, 
  [*,420] P1 9.41852826124324, P2 6.1740978087724, P3 8.44671094464951, P4 7.01187388210791, 
  [*,421] P1 7.67073072897185, P2 7.41097189303267, P3 8.31973398331433, P4 5.74510659440707, 
  [*,422] P1 6.90779393784607, P2 5.47937643737804, P3 7.95705992882297, P4 6.97200688803617, 
  [*,423] P1 11.6186008527964, P2 6.20932832256556, P3 7.60529706340876, P4 5.85066380794483, 
  [*,424] P1 8.1724417318303, P2 8.40471689838118, P3 5.3805524818835, P4 5.30041455225944, 
  [*,425] P1 8.60656183265207, P2 6.89426112852034, P3 7.74578180663395, P4 6.10607246959971, 
  [*,426] P1 10.1623910687971, P2 8.05018185914784, P3 5.62432419477219, P4 5.87483516094327, 
  [*,427] P1 6.53190348947318, P2 11.0942458930541, P3 5.17361822735098, P4 5.52340722652223, 
  [*,428] P1 11.0717520875023, P2 8.90021846892354, P3 5.55437351946527, P4 6.07013702707988, 
  [*,429] P1 7.94690297712062, P2 9.94446774426252, P3 5.26711179057479, P4 5.70088331152582, 
  [*,430] P1 5.53413299760589, P2 11.9832925957347, P3 5.51449614557169, P4 6.70739041861848, 
  [*,431] P1 9.12094353893828, P2 5.29223036597079, P3 8.27617894685567, P4 6.67406262138109, 
  [*,432] P1 7.27719452185506, P2 9.42337088298453, P3 6.19335117883283, P4 6.36971525751977, 
  [*,433] P1 9.22891199958023, P2 6.00733864553504, P3 7.45177345921601, P4 5.9717714009869, 
  [*,434] P1 9.82219072172412, P2 9.82000255783827, P3 5.00664259820163, P4 5.87676687693828, 
  [*,435] P1 11.3989087427769, P2 7.01473022997149, P3 8.07051645978971, P4 5.43920279747906, 
  [*,436] P1 5.49846368612705, P2 10.7658081724193, P3 6.33675126412391, P4 6.14275954768611, 
  [*,437] P1 9.59527628550278, P2 8.81443154333352, P3 6.99244555918828, P4 5.27770573870246, 
  [*,438] P1 8.29220156659572, P2 7.82895815763907, P3 6.0650697756196, P4 6.53240201343458, 
  [*,439] P1 11.6808220306115, P2 5.86136775490709, P3 7.60781087648067, P4 5.65991824923965, 
  [*,440] P1 5.74898911165332, P2 5.77810295848134, P3 7.35362093978217, P4 7.50177114897291, 
  [*,441] P1 6.71664366438125, P2 10.7292226253239, P3 6.98193523182514, P4 6.70487060570352, 
  [*,442] P1 6.95640190849109, P2 9.38422789034117, P3 5.97456654868843, P4 5.9586121882777, 
  [*,443] P1 6.04317080919979, P2 8.26062976673224, P3 7.23444894326726, P4 5.87740727522857, 
  [*,444] P1 7.88893447553159, P2 8.68871128253271, P3 6.26283093864131, P4 6.09713741940739, 
  [*,445] P1 5.22488670281077, P2 9.90453463201807, P3 6.06413739454632, P4 6.80676537632652, 
  [*,446] P1 10.4980277822703, P2 6.47717181728478, P3 8.643412265931, P4 5.52630203335904, 
  [*,447] P1 7.86456361246058, P2 5.15835911055931, P3 8.45184275921557, P4 7.48625798000145, 
  [*,448] P1 11.7158544530245, P2 7.5349548783124, P3 7.37181814891483, P4 6.00027236735357, 
  [*,449] P1 11.7966681270409, P2 8.56346773318317, P3 7.07436947538618, P4 5.41325565108438, 
  [*,450] P1 6.54651263742692, P2 7.49095397936239, P3 9.18767792557673, P4 6.87877168304038, 
  [*,451] P1 9.92717178112266, P2 5.77653605369455, P3 5.61167616711745, P4 5.44542205418574, 
  [*,452] P1 7.03395122335937, P2 6.81295318461265, P3 9.45450822000183, P4 6.89371829938951, 
  [*,453] P1 8.94499803309673, P2 5.77979839072819, P3 5.4158660697607, P4 6.43129558335567, 
  [*,454] P1 6.40990817357409, P2 10.6995892013543, P3 8.49214092576251, P4 6.16380432883809, 
  [*,455] P1 8.52607679473155, P2 5.87319825397774, P3 7.12447987848578, P4 6.55240968388416, 
  [*,456] P1 7.97793218162948, P2 10.2930744146753, P3 5.48778186552058, P4 5.29956719787356, 
  [*,457] P1 9.07419513058749, P2 7.43974205887347, P3 8.93816718362783, P4 6.67273717981109, 
  [*,458] P1 8.24152972234151, P2 10.234266654495, P3 6.41484802883366, P4 6.04258603809739, 
  [*,459] P1 6.96516950438111, P2 6.91370368279721, P3 5.28352096374366, P4 5.99191061108139, 
  [*,460] P1 8.08609102985739, P2 10.9934029784327, P3 7.48276603091483, P4 6.25678649573753, 
  [*,461] P1 5.40297565525199, P2 8.89920384561738, P3 5.15163907553723, P4 5.50671020190036, 
  [*,462] P1 6.6589378146148, P2 8.06331388668749, P3 7.55909968800592, P4 6.40689679872517, 
  [*,463] P1 6.8420321617306, P2 11.2824418609616, P3 5.12760533877385, P4 6.16749150978536, 
  [*,464] P1 5.28793455858785, P2 6.69958909867543, P3 7.07409074974768, P4 6.3413380867475, 
  [*,465] P1 7.10364163300922, P2 10.755570880526, P3 5.59162519506678, P4 6.75859318718509, 
  [*,466] P1 8.35879285245877, P2 7.1290143128133, P3 8.6194513941688, P4 6.81654730157124, 
  [*,467] P1 6.35971730282156, P2 8.23208951988792, P3 8.8636905774895, P4 6.9106663268863, 
  [*,468] P1 11.7367670493535, P2 9.70470850506947, P3 8.07758556676382, P4 5.89497207625747, 
  [*,469] P1 8.14307566066678, P2 9.71572705733651, P3 7.6577663366127, P4 6.65149697571081, 
  [*,470] P1 9.93698295404537, P2 6.56779380321319, P3 10.3003788171499, P4 5.81676274370562, 
  [*,471] P1 9.54131151985935, P2 5.40600932042593, P3 7.09337989447288, P4 6.99636257133892, 
  [*,472] P1 7.08617918340062, P2 10.8472281007604, P3 6.80464046930684, P4 6.01932234325443, 
  [*,473] P1 8.60386597776873, P2 7.10526815943348, P3 8.77866012618737, P4 6.05325004374143, 
  [*,474] P1 11.8279023946071, P2 9.19791782369821, P3 5.36762494727719, P4 5.3267671137575, 
  [*,475] P1 6.48357948537318, P2 7.70173732993772, P3 7.49580564836841, P4 6.80381569478384, 
  [*,476] P1 6.1608277355269, P2 9.90202878895556, P3 7.09235446116113, P4 5.71573516904385, 
  [*,477] P1 11.1782252100855, P2 5.90210371553822, P3 9.05042466080033, P4 6.05051350672274, 
